296.00, 466102.68, 759907.40, 1429.07, -190.80, 2.00, 0.00
297.00, 467530.59, 759714.71, 1426.75, -194.59, 2.00, 0.00
298.00, 468956.18, 759518.23, 1424.42, -198.36, 2.00, 0.00
299.00, 470379.43, 759317.98, 1422.09, -202.13, 2.00, 0.00
300.00, 471800.36, 759113.97, 1419.76, -205.89, 2.00, 0.00
301.00, 473218.95, 758906.20, 1417.42, -209.64, 2.00, 0.00
302.00, 474635.20, 758694.69, 1415.09, -213.38, 2.00, 0.00
303.00, 476049.12, 758479.44, 1412.75, -217.12, 2.00, 0.00
304.00, 477460.70, 758260.46, 1410.40, -220.84, 2.00, 0.00
305.00, 478869.93, 758037.76, 1408.06, -224.56, 2.00, 0.00
306.00, 480276.81, 757811.34, 1405.71, -228.27, 2.00, 0.00
307.00, 481681.35, 757581.22, 1403.36, -231.97, 2.00, 0.00
308.00, 483083.53, 757347.40, 1401.01, -235.67, 2.00, 0.00
309.00, 484483.37, 757109.88, 1398.65, -239.35, 2.00, 0.00
310.00, 485880.84, 756868.69, 1396.30, -243.03, 2.00, 0.00
311.00, 487275.96, 756623.83, 1393.94, -246.70, 2.00, 0.00
312.00, 488668.72, 756375.29, 1391.58, -250.36, 2.00, 0.00
313.00, 490059.11, 756123.10, 1389.21, -254.02, 2.00, 0.00
314.00, 491447.14, 755867.26, 1386.84, -257.66, 2.00, 0.00
315.00, 492832.80, 755607.78, 1384.47, -261.30, 2.00, 0.00
316.00, 494216.09, 755344.66, 1382.10, -264.93, 2.00, 0.00
317.00, 495597.00, 755077.92, 1379.73, -268.56, 2.00, 0.00
318.00, 496975.54, 754807.56, 1377.35, -272.17, 2.00, 0.00
319.00, 498351.70, 754533.58, 1374.97, -275.78, 2.00, 0.00
320.00, 499725.48, 754256.00, 1372.59, -279.38, 2.00, 0.00
321.00, 501096.88, 753974.83, 1370.21, -282.97, 2.00, 0.00
322.00, 502465.90, 753690.06, 1367.82, -286.56, 2.00, 0.00
323.00, 503832.52, 753401.72, 1365.43, -290.13, 2.00, 0.00
324.00, 505196.76, 753109.80, 1363.04, -293.70, 2.00, 0.00
325.00, 506558.60, 752814.31, 1360.65, -297.27, 2.00, 0.00
326.00, 507918.05, 752515.27, 1358.25, -300.82, 2.00, 0.00
327.00, 509275.11, 752212.67, 1355.85, -304.37, 2.00, 0.00
328.00, 510629.76, 751906.53, 1353.45, -307.91, 2.00, 0.00
329.00, 511982.01, 751596.85, 1351.05, -311.44, 2.00, 0.00
330.00, 513331.86, 751283.65, 1348.64, -314.97, 2.00, 0.00
